,id,english,translated
6167,669665,my calendar to be added with bola birthday of twelveth july,<unk> আমার আমার আমার সাথে অফিসে আমার আমার
6168,669666,"A drawing was made by well - known artists , in their care , of every animal coming to Barrackpore zoo .",<unk> শ্রমজীবী ঠাকুর অনেক থাকত তীব্র ৷ ব্যক্তিদের
6169,669667,The plant is capable of providing 40 gallons of drinking water every day.,<unk> কার্পাসের ফলের প্রায় প্রায় ৩ ৩ ঘন্টা মধ্যে।
6170,669668,get current news on government shutdown,<unk> খবর খবর
6171,669669,Create a new reminder for paying the Water bill.,<unk> জন্য জন্য একটি একটি অ্যালার্ম অ্যালার্ম
6172,669670,the wemo plug should be turned off on,<unk> আকাশের পরিষ্কার পরিষ্কার করা করা উচিত উচিত
6173,669671,In these the sight of the head shaving of Buddha has become very poignant .,<unk> এই এই মুর্তি মুর্তি আছে আছে ৷ ৷
6174,669672,"Otherwise year long in the state organization of fairs go on , but some fairs are such which have made their own identity .","<unk> ব্রাজিলে বছর বছর বছর বছর , , কিন্তু কিন্তু অনেক পর্যটককে পর্যটককে আছে আছেন ৷"
6175,669673,check my email,<unk> আমার পডক্যাস্টটি <pad>
6176,669674,Efficiency of nervous system gets adversely affected by excess of glucose in arteries that convey blood to the nervous system .,<unk> ধমনী ফলে নষ্ট শরীরের করে রক্তে রক্তকে সাহায্য জমে করে ৷ ৷
6177,669675,After milk honey is such a product which comes in the category of perfect and balanced food .,<unk> খাওয়ার খাওয়ার পর পর চারটে আহার ও আছে উত্তেজক ৷ ৷
6178,669676,Every news of news agency mentions the source that is every news story is given by somebody while newspapers etc. do not mention sources .,<unk> সংবাদ সংবাদ সংবাদ সংবাদে সংবাদ ব্যক্ত করা হবে হয়েছে । ।
6179,669677,It is also known as Tripuri Purnima and Tripurari Purnima.,<unk> এটি এবং এবং আক্ষরিক
6180,669678,On the occurrence of diarrhoea take the doctor immediately to the doctor .,<unk> ডাক্তারের ডাক্তারের উপর শুয়ে জোর রাখুন রাখুন ৷ ৷
6181,669679,An invocatory item may usually follow the varnam.,<unk> বন্ধুর বাহিত ঘটতে হয়।
6182,669680,Due to the destruction of the cells of brain alterations come in the behavior and memory .,<unk> ধুমপানের ফলে ফলে ঠোঁটের আর ফলে লালচে চোখের হয়ে হয়ে যায় যায় ৷ ৷
6183,669681,"He said to reporters that ""My family and I are deeply sorry for all that Vice President Cheney and his family have had to go through this week.""",<unk> বলেছিলেন যে যে এই এই বিষয়ে এবং জানতে এবং পারে এই এবং তিনি বিষয়ে এই কোনও বিষয়ে দাম্পত্য
6184,669682,check my last post on facebook,<unk> আমার ফেসবুকে পার্টি রাখুন
6185,669683,To make such big oil containers was an important work in itself .,<unk> এর মতে জন্য অনেক বেশ গুরুত্বপূর্ণ গুরুত্ব । ।
6186,669684,Whether she has got the facility of nutritious food or not because of poverty .,<unk> তিনি যমজ বাচ্চার মানুষের চেয়ে ভিত্তি পরামর্শ দেওয়া হয়েছে হয়েছে না
6187,669685,Symptoms - there is swelling and reddening in the mouth of the penis and which has injuries .,<unk> লক্ষণ লক্ষণ ফুলে আর যায় ব্যাথা আর হয় ব্যাথা ׀ হয় ৷ ৷
6188,669686,"Varanasi is modern large city with huge population , magnificent buildings and full of noise .",<unk> চণ্ডীগড় হল হল ধার্মিক ধার্মিক এবং শহর ধার্মিক । শহর । ।
6189,669687,The inner portion of diseased plant becomes livid or black in color.,<unk> রোগগ্রস্ত ভীতরের ভীতরের কালো রঙের রঙের হয়ে হয়ে যায় । ।
6190,669688,Maintaining a natural balance of skin not only does it clean the face fully but also keeps it fresh .,<unk> এর শুধুমাত্র ফলে বেশি প্রাণনাশক ৷ না
6191,669689,"According to sources close to Priyanka , she had to tell Anurag Kashyap a no due to the business of the promotion of her first music album `` In My City `` and the shooting of her upcoming films .",<unk> তাঁর মতে মতে তাঁর তাঁর সিনেমা অনুযায়ী অনুযায়ী তাঁর তাঁর সিনেমা সিনেমা তাঁকে দেন তাঁকে । তাঁকে
6192,669690,Koormanchal ` famous poet Gumaan `s birth is also of Kashipur .,<unk> শ্রী অমন কৃষ্ণের বিখ্যাত বিখ্যাত ৷ ৷
6193,669691,The size and position of the object being viewed affects the characteristics of the light entering the system.,<unk> ব-দ্বীপের এবং দিকের স্নায়ুর উভয় অনুভূমিক অংশে বিরোধিতা আলাদা।
6194,669692,Last year itself one reason for destruction in the Bangad area of Tihri Gadhwal ( Sikhdi village and nearby areas ) Kyaarki village of Chamoli Gadhwal was inefficient construction work .,<unk> কাঠমাণ্ডু কাঠমাণ্ডু উপত্যকা অসমের থেকে অসমের ৬০০ পাঁচ অসমের বছর এবং এবং এবং তামিলনাডু ১৯ কার্যের বছর জন্য
6195,669693,"Mistakes can be made, and merchandise can be rung up wrong.",<unk> বিগড়ে সাহায্য যেতে করা পারে যেতে পারে পারে । ।
6196,669694,Live broadcast of the program will be done on Doordarshan .,<unk> কার্যক্রমের প্রসারণ প্রসারণ প্রসারণ উপর উপর জোর জোর দেওয়া দেওয়া উচিত উচিত । ।
6197,669695,"Seeing a majority of Swangs , our social consciousness is awakened and we begin thinking in the direction of making our social life better .",<unk> আমাদের আমাদের সামাজিক সামাজিক জাগ্রত জাগ্রত জাগ্রত জাগ্রত জাগ্রত করলেন এবং আমাদের আমাদের জীবনকে জীবনকে বিবরণ দেয় বিবরণ
6198,669696,Her paternal grandparents were Nripendra Narayan Bhup Bahadur and Suniti Devi of Cooch Behar.,<unk> তাঁর পুত্র মুমতাজ ছিলেন এবং এবং টিপু টিপু নাতি ছিলেন। ছিলেন।
6199,669697,The waters from the upper stream of the Kallar River are crossed by the Mettupalayam-Ooty road beyond the mountains in the south-west.,<unk> সিন্ধু নদীর নদীর তীরে তীরে মিলিত নদীর হয় । ।
6200,669698,can you remind me to go to dentist appointment one day before,<unk> আমাকে আমাকে আমাকে কল করতে পারেন পারেন
6201,669699,how hot is it in quebec,<unk> কতটা গরম?
6202,669700,Skiers used to have only toe strap winding .,<unk> নাট্যমঞ্চের পিছনে হত হত হত ৷
6203,669701,what are the lyrics to this song playing,<unk> এই গানটি গানটি কি
6204,669702,Beside the charming plateau of Malwa is situated Bhopal the city of lakes .,<unk> ছত্তিশগড়ের গ্রাম পূর্ব হল ভাগে উত্তরে অবস্থিত ৷ ৷
6205,669703,"Britishers used these resources to carry arms and militants and in our country it was used to connect people , its result was that we won and Britishers were defeated .",<unk> এই এবং সমস্ত আবিষ্কার স্বার্থ করত ৷ এবং
6206,669704,"Alternatively, some people believe you should focus on paying off the largest balance because you will be paying the most in interest on this balance.","<unk> সারাদিনের আপনার সারাদিনের সংস্থাটি সঙ্গে নিয়েছেন জানাতে যে হবে, আপনার আপনার মধ্যে জনগণ আপনার ।"
6207,669705,When worms bite in the anus then you lose sleep .,<unk> যখন গুহ্যদ্বারের কোমরে ভার সতর্ক অনুভূত করে হয় ৷ ৷
6208,669706,The dresses with Nawabi look were also popular in the collection .,<unk> উৎসবের উৎসবের পুষ্প ডিজাইন প্রার্থনা করেছেন করেছেন ৷ ।
6209,669707,"The important crops are potatoes, rice, maize, pineapples, bananas, papayas, and spices.",<unk> প্রধান এর গম মধ্যে এবং জোয়ার
6210,669708,is there any unread emails from my contacts,<unk> আমার আমার কোন কোন কি আছে আছে
6211,669709,tell me international news,<unk> আমাকে বলুন বলুন
6212,669710,"After ascending the throne, Shah made plans to annex Rajput kingdoms who declared independence after Aurangzeb's death.",<unk> পঞ্চদশ খ্রিষ্টাব্দের পর পর ফিরোজ ফিরোজ রাজাদের শাসন বাংলায় করেন। যান।
6213,669711,find me the description of this object,<unk> আমাকে আমাকে বলুন বলুন
6214,669712,A historical trade route called Savalya Ghat descends in Kundalika Valley from Tamhini Ghat Road.,<unk> ঘাট ঘাট থেকে থেকে ৬৪ ৬৪ কিলোমিটার কিলোমিটার দূরে দূরে অবস্থিত। অবস্থিত।
6215,669713,Both of us immediately returned back to the station .,<unk> বাঘদের যাওয়ার সময় সময় ৷ ৷
6216,669714,Maandu is lagging behind in the matter of food .,<unk> লবঙ্গ খেলে রোগেও রোগেও উপকারী ৷ ৷
6217,669715,Along with the package of providing hotel to the tour packages .,<unk> বোর্ডের দর্শনার্থীদের কাছে কাছে পয়সা ৷ দেয়
6218,669716,The end of this festival every year takes place on the Kartik Purnima when Dev Deepavali is celebrated in Varanasi .,<unk> এই এই দিন দিন থেকে দশ দশ বার দিন ডাকা ৷
6219,669717,"According to Abdur Razzak, much of the empire was fertile and well cultivated.",<unk> অর্থনৈতিক মতে ও উত্তর-পূর্ব ও মধ্যে ছিল। ছিল।
6220,669718,"As the prize the director of Pan Singh Tomar , Tigmanshu Dhuliya was given Golden Lotus and two and a half lakh rupees .",<unk> ১৯৫৮ প্রসাদ সালে দিন দুইজন সালে ১৯৫৯ ল্যান্ড দেড় এবং দুটির দুই মধ্যে ধাপ ছিলেন ছিল । ।
6221,669719,The special point to see here is how human is successful in training wild animals .,<unk> এখানে বার্ড মঞ্চ বার্ড থেকে পাওয়া পাওয়া যায় যায় ৷ ৷
6222,669720,"The fertilizer companies were provided the right to determine the retail prices of non urea fertilizers in April , 2010 .",<unk> কোম্পানীগুলিকে কোম্পানীগুলিকে কোম্পানীগুলিকে ইউরিয়াবিহীন ইউরিয়াবিহীন শুক্রবার জমিতেই পাঠানো পাঠানো যেত যেত ৷ ৷
6223,669721,The precision of the amount of manures and fertilizers should be made only on the basis of the testing of the farm soil .,<unk> মৃত্তিকার আধারের মৃত্তিকার আধারের আধারের আধারের আধারের সুনিশ্চিত সুনিশ্চিত সুনিশ্চিত করা করা উচিত ৷ ৷
6224,669722,Soon after harvesting one should begin extracting juice out of sugarcane .,<unk> রোপণের পর পর পরেই গ্লাস স্নান স্নান করে করে ৷
6225,669723,On the mountains of this village caves are made .,<unk> এখানে ঘাট অবস্থিত আছে রয়েছে
6226,669724,"He was precipitously forced out of Seringapatam, leaving his family, including his son Tipu Sultan, under house arrest.",<unk> তিনি পুত্র তাঁর সেনাপতি পুত্র মেয়ে তিনি বেগম বেগম বেগম স্থলাভিষিক্ত করেন। করেন।
6227,669725,"The women who smoke , eat irregularly , have excessive contracepive pills or have a job of excessive stress have a greater danger of heart disease .",<unk> ধুম্রপান পীড়িত দাওয়া বা সর্দিকাশির আক্রমনের আক্রমনের ফলে অব্যর্থ অনিয়মিত চাপে খাওয়া দেয় হয় ৷ ৷
6228,669726,Amarnath is a major Hindu religious place and tourist spot .,<unk> অমরনাথ হল ধার্মিক ধার্মিক কেন্দ্র স্থান । ।
6229,669727,Which are all the vaccination centres offering Second Dose in state Tripura ?,<unk> রাজ্যে রাজ্যে কোন কোন টিকা টিকাদান কেন্দ্র কেন্দ্র আছে? করছে?
6230,669728,Several businesses were also damaged in the attack and military personnel were retrieving body parts from trees.,<unk> অনেক অনেক অনেক সংক্রমণের অসুবিধা মধ্যে মর্যাদা মর্যাদা এবং রয়েছে। সংক্রমণের
6231,669729,set a reminder i need to wake up at five am every morning,<unk> আগামীকাল আমাকে প্রতিদিন একটি ঘুম ঘুম সেট সেট করুন করা
6232,669730,This is where the river enters the Sylhet Depression (or trough) which forms the Surma Basin.,<unk> এই এই নদীটি নদী সিলেটের সিলেটের সুরমা অববাহিকা অববাহিকা গঠন দ্বারা। করে।
6233,669731,"Phanse , Peshwa and Ahilya Ghats are there in Maheshwar .",<unk> প্রয়াগে হল কুণ্ড কুণ্ড আছে
6234,669732,"Marxists has forecasted the crisis of the capitalism repeatedly, but every time, capitalistic nations overcome from those crises.",<unk> তথাকথিত পশুপালন অর্জিত থেকে থেকে ব্যবসায়ীদের মাত্র কাছ সহজলভ্য থেকে থেকে এসেছে। আসছে। <pad>
6235,669733,There are some High Performance Centres in the state as well which have been set up at Kalinga Stadium for the development of respective sports in Odisha.,<unk> রাজ্যে আছে ইউকে ফুটবলের রাজ্যের জন্য জন্য নিয়মিতভাবে নিয়মিতভাবে স্কোয়াশ স্কোয়াশ বিজ্ঞাপনের রয়েছে। জন্য
6236,669734,Only one family stays over here .,<unk> এখানে এখানে বসলাম থাকেন ৷
6237,669735,please reserve an uber right now,<unk> অবস্থান করুন করুন
6238,669736,Jujam can be called a disease of skin deformity .,<unk> বিপজ্জনক বিপজ্জনক হতে হতে পারে পারে ।
6239,669737,They are located at different altitudes varying from 800 to 5400 meters.,<unk> এগুলি ৮০০ ৮০০ কিলোমিটার কিলোমিটার থেকে অবস্থিত। অবস্থিত।
6240,669738,"If your Robo advisor does not require a minimum deposit, you can choose how much money you're comfortable investing for the time being.",<unk> যদি নির্ণয় করতে করতে আমানতের চান জন্য তবে আপনার আপনার অফিসে আপনার আপনার অফিসে অফিসে একটি
6241,669739,Divya Madhunashini Vati - Making pancreas functional it makes its fluid ( insulin ) get secreted in the right amount .,<unk> পাতার পাতার বটি বীজে বেঁটে প্রলেপ অন্ত্রে তৈরি করে পাওয়া ৷ যায়
6242,669740,Any time if the child is ill or is sad due to any reason then also do not show restlessness all of a sudden .,<unk> যদি বা কোনও কোনও দুঃখী দুঃখী দুঃখী দেখাবেন দেখাবেন না দেখাবেন দেখাবেন
6243,669741,what was the subject of my last email,<unk> আমার শেষ শেষ শেষ ছিল? ছিল?
6244,669742,Natural medicine never claims that it can free from all the stages of all types of dangerous diseases .,<unk> রিউমাটিক পীড়িত খাওয়া রোগ খাওয়া খাওয়া হয় ৷ ৷
6245,669743,The use of various types of chemicals on plants and cereals produce many types of dangerous diseases after reaching in our body .,<unk> দস্তা বীজের ঘনত্ব সাথে অপেক্ষা মারণ করে মনুষ্য মনুষ্য থাকে থাকে ৷ ৷
6246,669744,"White mint is 30 to 60 c. m. long , strong , including stem and leaves .","<unk> কান্ড বাঁশ তিনটি , টন , এবং বেতের রবি বপন বপন করা করা হয় হয় ৷ ৷"
6247,669745,Eat apple continuously for 15 days then surprising change comes in the behavior of angry people .,<unk> ঠান্ডার ঠান্ডার পর পর বাচ্চারা কিছু কিছু দিন মল ধরে খাওয়াবেন করুন ৷
6248,669746,It was established as a holiday in 1964.,<unk> ১৯৬৪ খ্রীষ্টাব্দে সালে প্রতিষ্ঠিত প্রতিষ্ঠিত হয়েছিল। হয়েছিল।
6249,669747,"Consumption of too much water increases obesity and invites kidney disease , aging , too many wrinkles on face and many diseases .",<unk> হব্ব রস রস ও ও ব্যাকটেরিয়া উপকার ও পাওয়া যায় যায় ৷
6250,669748,"The first period lasted from independence, in 1947, to 1991 and put great emphasis on the public sector.",<unk> প্রথম প্রথম কোর্টে প্রথম কোচি কোচি থেকে থেকে শুরু শুরু করেন। করে।
6251,669749,Then the king offered Pan-Patra filled to capacity with wine .,<unk> তারপর সাথে আবিষ্কার রাজারা করেন ৷
6252,669750,This technique is applied to remove the sun damaged skin or to remove or reduce the marks and spots on the skin .,<unk> এই রোদে পদ্ধতি রোদে সারানোর সারানোর জন্য জন্য শুইয়ে শুইয়ে দেওয়া জন্য হয় ৷ দেওয়া
6253,669751,report weather for largo,<unk> তথ্য
6254,669752,"Initial selection of contestant used to held in Alice , then they were given training for ten months .",<unk> ইংল্যান্ডে সেনের ইংল্যান্ডে ইংল্যান্ডে থাকত সম্প্রচারিত ৷ <pad>
6255,669753,it is essential to check your pocket before enjoying Gondola ride so that your budget is not disturbed .,<unk> আপনার আপনার আনার হল আনন্দটা পকেটের থেকে গোলমাল দেখাটা নিলে
6256,669754,Also the danger of osteoarthritis occuring is more .,<unk> ব্যায়ামের কম অর্থ ৷ ৷
6257,669755,"Harihar Dham , located in Bagodar block 6 kilometre south -- west of Giridih district headquarters is famous for the largest Shiva Linga of India .",<unk> চামেলি থেকে দূরে পাঞ্জাবের অবস্থিত চামেলি কন্যাকুমারী হল হল চামেলি চামেলি হল হল সবথেকে সবথেকে কাছের ׀ ׀
6258,669756,Economic liberalization gave wisdom of liberalization to journalism .,<unk> নাট্যমঞ্চের জ্ঞানের প্রতিবেদন আনে রেখেছিলেন ৷ ৷
6259,669757,The advisor should help walk you through the questionnaire and explain any questions to you.,<unk> চিকিৎসা করতে করতে পারে পারে এবং এবং আপনি একা একা ডেকে ডেকে দেবেন যাবে। না।
6260,669758,"On 10 October , 1964 , allegedly Guru Dutta had suicided , after that Vaheeda remained alone .",<unk> ২০০৮-এর সালে ১৯৯১ জানুয়ারী সালের জানুয়ারী জানুয়ারী জানুয়ারী মন্ত্রণা দেন করেন ৷ ৷
6261,669759,"In 1760, the queen mother conspired with Khande Rao, who had gone into the raja's service, to oust Hyder Ali.",<unk> ১৭৬০ পুত্র সালে তাঁর তাঁর ভাই নূর নিয়ে হাসান বেগম বেগম বেগম উৎখাত ক্ষমতাচ্যুত করেন। করেন।
6262,669760,With the Commonwealth Games being organized in the coming year Indian Tourism will get more boost .,<unk> সরকারের সরকারের সাথে সাথে সম্পর্কিত সম্পর্কিত করে প্রতি ৷ পর্যটককে
6263,669761,For this soil turning or 2-3 times indigenous tillers should be used and plank should be run to prepare the farm for sowing chillies.,<unk> এর জন্য জন্য বীজ সারের এবং জাতীয় জাতীয় জাতীয় জাতীয় জন্য জাতীয় বপন হবে। করা জাতীয় উচিত। শস্য
6264,669762,"Completed in 1971, this multi-purpose reservoir was envisaged mainly to meet municipal water demands of Ranchi city and the adjoining industrial area.",<unk> এই সময়কালে অঞ্চলে এই জলাধারটি জলাধারটি জলাধারটি এই রাঁচি এবং শিলা এবং জলের এই জন্য জলের করা করা
6265,669763,what ingredient can be used to replace white wine,<unk> ল্যাপটপ ব্যবহার ব্যবহার করা করা যেতে যেতে পারে
6266,669764,"In reality when we reduce eating then its meaning is this that we stop giving the body such necessary elements , which is essential for a healthy body .",<unk> আমরা আমরা শরীরের ওজন শরীরের থাকে দাওয়ার যা জন্য আমাদের শরীরের শরীরের শরীরের শরীরের শরীরের দাওয়ার শরীরের শরীরের
6267,669765,"Its population, as per the 2011 Census, is 1,244,464.",<unk> এর এর অধিকাংশই নামকরণ করছে। <pad>
6268,669766,Choose a cream for massaging which has such elements which gets absorbed in the skin easily .,<unk> মাংসাশী চূর্ণ উপকারি যাতে যা হৃদয়ের পোষণ অব্যর্থ করে পদার্থ দেয়
6269,669767,i'm thinking of a number one to ten,<unk> একটি পিজ্জা বন্ধু ডেকে
6270,669768,"Test of excess of iron can be measure of transferrin , ferretin levels , biopsy of liver .",<unk> উচ্চ অভাব অভাব মাত্রা
6271,669769,In this procedure there is no need of anaesthesia because generally there is no pain in it .,<unk> এই এই সমস্যা দেখা নেই যায় না ৷ ׀
6272,669770,There is a beautiful garden nearby which has been made for the comfort of travellers .,<unk> একটা একটা আছে ঘরও ৷ আছে ৷ ׀
6273,669771,"The other symptoms of muscular rheumatism disease are back ache , chest pain , pain in neck and stiffness of neck .","<unk> মাসকিউলার রিউমাটিজম রিউমাটিজম রোগ রোগ কোমরে , ব্যাথা ব্যাথা , ׀ কোমরে ব্যাথা ব্যাথা ׀ ׀"
6274,669772,As our age passes some or the other type of loss occurs in our body .,<unk> আমাদের অসুখের মধ্যে অসুখের মধ্যে অসুখের বেশি অসুখের শিকার শিকার হয় হয় ৷ ৷
6275,669773,An MLA from the area later confirmed the occurrence of three explosions.,<unk> ০৮/১০/১৯৯১ থেকে থেকে একটি একটি গ্রামটি গ্রামটি
6276,669774,"While Anoop is best remembered for his role in Chalti Ka Naam Gaadi in 1958, Kishore went on to become a singer.",<unk> কা কা মেয়ে জন্য পালন অনুপ কা জন্য স্মৃতিতে অনুপ পালন পান। করতে।
6277,669775,"Tamil Nadu's coastline bore the brunt of the 2004 Indian Ocean tsunami when it hit India, which caused 7,793 direct deaths in the state.",<unk> চতুর্দশ রাজবংশের শতাব্দীতে এটি রানা এটি চতুর্দশ এটি শতাব্দীতে এটি এটি চতুর্দশ চতুর্দশ শতাংশ পরাজিত পরাজিত করে। করে।
6278,669776,The forests are burnt here to clean the land for farming .,<unk> এখানকার অঞ্চল আশেপাশে থেকে স্নান করা করা হয় ৷ ৷
6279,669777,create event with alarm for meeting in two hours,<unk> দশ শান্তনুর দিন সাথে
6280,669778,"Occasionally, the stores will sell the items at a cheaper price.",<unk> ইয়েল্পে গ্রাহকের গ্রাহকের দাম মূল্য দেয়। করুন।
6281,669779,After Manglik workers some worker reached there with decoration material .,<unk> কিছু পর কিছু হব্ব কিছু কেটে দিন কেটে ৷ দিন
6282,669780,Female anopheles mosquito breed in dirty water .,<unk> প্রস্টেট জলে জলে ফোটান রাখুন ৷ ৷
6283,669781,There was an epidemic in 2015 and 2016 in the Americas.,<unk> একটি ট্র্যাক এবং সংস্করণে ১৯৭৫ আছে।
6284,669782,adjust the volume,<unk> অবশিষ্ট
6285,669783,This will ensure that you're able to get as many shares as possible for your money.,<unk> আপনার করবে পর্বতারোহণের আপনার অযথা মিথ্যা আনতে হবে। হবে।
6286,669784,The wood is mostly used in making pencils.,<unk> শব্দটি ব্যবহার করা করা
6287,669785,The Medak and Warangal divisions of Telangana were part of their realm.,<unk> উড়িষ্যার এবং কেন্দ্রশাসিত ৮ম বংশের শতাংশে ছিল। ছিল।
6288,669786,"The eye of the storm hit Tecolutla, a major tourist town.",<unk> রাস্তায় কুণ্ড স্বর্গ উপত্যকার সালে। <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
6289,669787,what's today's date,<unk> খবর
6290,669788,It is said that every year from the families of all four khaps sacrifice of one member was given .,<unk> বলা হয় হয় যে যে সাম্প্রতিককালে থেকে থেকে পাণ্ডব পাণ্ডব বছর থেকে তিন তিন বছর বছর লেগে থেকে
6291,669789,"Sikhism, Christianity, Buddhism, and other religions make up the remainder.","<unk> শিখ, অন্যান্য অন্যান্য লড়াইয়ের লড়াইয়ের উল্লেখ করে। করে।"
6292,669790,It also marks her leadership in the freedom struggle through poetry .,<unk> রায়ের সালে সাথে তিনি লড়াই রাজনৈতিক সাহায্য সাহায্য করে করে ।
6293,669791,"I wish that my future children , grandson and granddaughter to join the film industry .",<unk> আমি আমি আমার আমার গ্রামীণ এবং এবং আমার ইতিহাস সম্পর্কে চাই আমার
6294,669792,open all mails from steffi,<unk> আইটেম চালাও চালাও
6295,669793,Geeta who is spending secure life decides to help villagers by her own way and stays there itself .,<unk> তাদের নিজের দুঃখ বন্ধু আছে এবং এবং তার তার জন্য জন্য ভাবতে ভাবতে চায় চায় । । <pad>
6296,669794,Small islands laden with big willow trees and floating gardens double the beauty of this lake .,<unk> এই এই নদীর বাগান সাথে যুক্ত কেল্লা করে মেলে ৷
6297,669795,Today in Jalianwala Bagh there is a 35 feet high red stone monument built in the shape like a flame .,<unk> জালিয়ানওয়ালা জালিয়ানওয়ালা জালিয়ানওয়ালা জালিয়ানওয়ালা নদীর প্যালেসের রূপে নির্মিত নির্মিত হয় ৷ ৷
6298,669796,In most of the lotions and creams there is a chemical element and therefore they do not provide any permanent benefit .,<unk> বেশীরভাগ বেশীরভাগ রসায়নিক রসায়নিক রসায়নিক থাকে থাকে না ৷ ৷
6299,669797,Although a human feels dizzy some times and if do not come again serially then there is nothing to worry about but if the dizziness is maintained then they indicate towards normal disease spondilitis or serious disease .,<unk> যদিও তখনও তখনও যখন যখন ধীরে ধীরে ধীরে ধীরে ধীরে ধীরে ধীরে ধীরে ধীরে ধীরে ধীরে ধীরে ধীরে
6300,669798,can you read the names of my lists of reminders,<unk> জেমসের তালিকার তালিকার নাম নাম কি দিতে
6301,669799,The procedure does however save the center of the patient's sight.,<unk> কেন্দ্রকে কেন্দ্রকে কেন্দ্রকে কেন্দ্রকে কেন্দ্রকে থাকে।
6302,669800,In this way tonsil protects the body from many diseases .,<unk> এর রোগে উত্পত্তি আলাদা ৷ করে ৷ ৷
6303,669801,in delhi traffic level is more,<unk> ঢাকার যানজটের
6304,669802,One speciality of the language of a drama should be that the language should not be away from the understanding of the viewers or audience .,<unk> প্রহসন প্রহসন প্রহসন যে যে যে কোনো সহজলভ্য তথ্য থেকে প্রদর্শন জানা করা যায় হোক । ।
6305,669803,Taking the weight of the body on the hands slowly lifting up the legs from the ground stabilise in the sky like a tree .,<unk> হাল্কা বিধিতে সেলোফেন ত্বক থেকে শ্লেষ্মা ঝরে বাড়ান যায়
6306,669804,The practitioners of yoga should follow the Yama - rules with all the strength .,<unk> জুতোর সব সব শিশুটির সব একসাথে সময়ই থাকা দেওয়া উচিত উচিত ׀ ׀
6307,669805,These pits are filled with fertile soil and compost .,<unk> এই দ্বারা পট্টী নিয়ন্ত্রিত নিয়ন্ত্রিত হয় হয় ৷ ৷
6308,669806,Existing chakras in our body get active from yoga which are helpful in purifying our mind and psychology .,<unk> আমাদের আমাদের সাথে সাথে বেশি বেশি করে করে ৷ যা
6309,669807,Two soldiers were killed and two others were injured.,<unk> দুই দুই দুই দুই জন জন মারা মারা ওঠে। ওঠে।
6310,669808,This influence helped to enrich literature in these languages.,<unk> ইংল্যান্ডে চোলদের প্রমাণিত জন্মদিন হয়েছিল। দিয়েছিল
6311,669809,Through international tourism income of Rs. 4635 was earned till November in 2008 and this year till November this number reached to 5523 crores .,<unk> জার্মানির দেশি পরিকল্পনাতে ঘোরার সরকার সম্মেলনে এই সরকার পরিকল্পনা এপ্রিল সালের থেকে এপ্রিল এপ্রিল অবধি পৌঁছে পৌঁছে যায়
6312,669810,"Similarly, Jain sources composed give different gaps between Mahavira's death and his accession.",<unk> আত্মীয়দের বৌদ্ধ বৌদ্ধ বৌদ্ধ বৌদ্ধ এবং এবং স্থানটিকে পুরাতন
6313,669811,Mostly red stones were used in the construction of the Lal Quila .,<unk> পঞ্চদশ ব্যবহৃত অংশে হয় বানানো হতো হয়েছে ৷ ৷
6314,669812,For this what one needs to do is to just tour the Ocean Park of Hong Kong between 24 January to 8 February and participate in the Lucky Draw .,<unk> এর জন্য জন্য এই জানুয়ারি ফেব্রুয়ারির হল জন্য মাঝামাঝি ২৪শে থেকে থেকে থেকে ২৪শে ফেব্রুয়ারির জুন মধ্যে থেকে
6315,669813,can we please lower the lights,<unk> আমি কি আলো
6316,669814,"Unless you live right next door to a supermarket, you should nonetheless see how much mileage you can get out of each trip.","<unk> আপনি তুমি দেখতে ট্রিপে চান থাকেন, তবুও তবুও আপনি ট্রিপে ট্রিপে যেতে যেতে পারেন। পারে।"
6317,669815,"As a result , Vishnupur gharaana started and today Vishnupur gharaana is counted among the major music gharaanas in the country .",<unk> বিষ্ণুপুর বিষ্ণুপুর বিষ্ণুপুর বিষ্ণুপুর বিষ্ণুপুর বিষ্ণুপুর বিষ্ণুপুর সংগীত সংগীত ঘরানার মধ্যে ৷ গোণা করা <pad> হয়েছে <pad> ৷
6318,669816,The construction of the Sun Temple is currently in progress .,<unk> মন্দিরের সামনের আয়োজন অজন্তাও আছে
6319,669817,"During the decline of the Mughal Empire, the Hindu king Jai Singh II of Amber continued the work of Mughal astronomy.",<unk> অম্বরের বংশের বংশের রাজা বংশের বংশের জ্যোতির্বিদ্যার জ্যোতির্বিদ্যার জ্যোতির্বিদ্যার জ্যোতির্বিদ্যার জ্যোতির্বিদ্যার জড়িত। জড়িত।
6320,669818,"The rich resources of fertile land, water and skilled labour had attracted the foreign imperialists, particularly the Dutch and British, in the 18th century.",<unk> ব-দ্বীপের এবং এবং খাদ্য খাদ্য ও সেচ উপজাতিদের বৈচিত্র্যের বৈচিত্র্যের উৎস। বৃদ্ধি
6321,669819,Rumi Darwaza is also known as the Turkish Gateway .,<unk> সিট সিট হল নামেও পরিচিত পরিচিত ׀ ׀
6322,669820,are there any events going on at the library this week,<unk> এই লাইব্রেরিতে ঘটনা ঘটনা ঘটছে আছে
6323,669821,turn it up,<unk>
6324,669822,The seventh swaram in the scale is Nishadam.,<unk> খেলাধুলার সদর অর্থ
6325,669823,You can easily reach Goa from Delhi and Mumbai .,<unk> তোমাকে বাস বাস করতে করতে পারেন ৷ ৷
